set_id	pval	padj	log2err	ES	NES	size	leadingEdge	set_label	cell_type	contrast	analysis_role	ranked_genes	n_samples	n_donors	duplicate_correlation	comparison_FDR	global_primary_FDR	supportive_global_FDR	transition_global_FDR	record_type	dataset_version_id	region	cohort_partition	donor_id
heat_response	0.278481012658228	0.324894514767933	0.0919686140000427	-0.263678180610556	-1.0975188677018	81	HTRA2;HMOX1;HSBP1L1;IRAK1;EIF2B4;PRKACA;EIF2B5;ANO1;HSBP1;HSP90AB1;THBS1;EIF2B1;PDCD6;DNAJA1;HSF1;YWHAE;DNAJA4;HSPB2;DAXX;DNAJA2;AKT1;HDAC6;SLU7;HSPB6;CLPB;VCP;TCIM;STUB1	Heat response	Inh	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	24471	70	37	0.404655588732688	0.324894514767933			0.435740878629933	family_result				
small_GTPase	0.833333333333333	0.833333333333333	0.0274480081801021	-0.17249322721173	-0.879435637968033	466	PLEKHG4;ARHGEF25;ERAS;DBNL;RGS19;ARHGAP31;MADD;NISCH;ARFIP2;DVL2;PIN1;DVL3;PLCD4;RASGRP2;NKIRAS2;F2R;CADM4;PLEKHG5;MRAS;RAP1GAP;ARHGAP9;NRP1;SYNGAP1;CGNL1;PSD2;RUNDC3A;ARHGAP4;HACD3;PREX2;RAP2B;EPS8L2;RALB;TNFAIP1;SH3BP1;CCDC88C;LZTR1;PARK7;TNK2;KANK2;CYTH2;SPRY1;USP50;SGSM3;DHCR24;ARFGAP1;ERBB2;RTN4R;MICALL2;MMD2;PSD;TP53;ARHGAP1;DOCK6;RAC1;SNTA1;RAC3;LAT;RGL2;CFL1;RASIP1;ARHGEF16;ADCYAP1R1;NTRK1;FGF10;RND1;DOCK10;RAB39B;ECT2;KCTD10;MFN2;RAB4A;ARHGDIA;PLEKHG4B;RHOA;SWAP70;NUP62;ADGRG1;GNA12;NGEF;NUCB1;NOTCH1;RABL3;ARHGEF11;GRB2;RAB33A;OGT;PLD2;DENND4B;DOK1;SRC;TAX1BP3;RAPGEFL1;RAB15;DIRAS2;SYNPO2L;PLK2;RERG;GABARAP;SQSTM1;RASGRF1	Small GTPase	Inh	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	24471	70	37	0.404655588732688	0.833333333333333			0.97243488475716	family_result				
axon_development	0.0000000001	0.000000000233333333333333		-0.363497968010911	-1.97445650401791	374	ARHGEF25;DPYSL5;COBL;NMNAT2;ULK1;STXBP1;NPTX1;SEMA4D;ECE1;CELSR3;BAIAP2;MAP7D2;UNC5B;SLITRK3;BRSK2;CNTN6;PLXNB2;CNTN4;KIF5C;MAP6;NFASC;JUP;WNT5A;SPTBN4;LRP4;FYN;DSCAM;FAT4;MAP1A;KALRN;CNTN2;MAP1B;MEGF8;ADGRB1;OPHN1;KIFC2;CYFIP2;CNTF;NPR2;APBB1;NTNG2;PLEKHG4;EPHB2;PTCH1;NRCAM;PLXNA4;ROBO3;TNR;RET;NTNG1;ARHGAP4;EPHB1;EPHA4;LGR6;MARK2;DHFR;AUTS2;MAPK8IP3;NRXN3;STK11;PARD3;EFNB1;TENM4;EVL;ARHGAP35;STK24;CELSR2;NEFH;CYFIP1;SLITRK4;PLXNB1;SLITRK5;NELL2;EPHA7;BSG;DSCAML1;DIP2B;UNC5A;DCC;TRPV2;EFNA4;GDI1;SEMA5A;SEMA3E;KIAA1755;SEMA4C;EPHA3;UNC5C;MAPT;PLEKHG4B;GRM7;PAK2;MGARP;NRP1;PRKCQ;AMIGO1;NRXN1;PTK7;SEMA7A;CTNNA2;NCAM1;GFRA3;SEMA6D;LGI1;ANK3;CNTNAP1;PRICKLE1;PALLD;VANGL2;DNM2;MMP2;PAK3;B4GALT6;TIAM1;KREMEN1;PRKCA;TIAM2;ROBO2;SEMA5B;LLGL1;NECTIN1;SEMA4B;TRIO;SEMA6C;PLXNA3;BMPR2;BRSK1;FIGNL2;FEZ2;EFNA5;ADCY10;NRP2;CRTAC1;NTRK2;EPHA5;SLITRK1;NFIB;ABL1;EFNA1;TAOK2;CDH1;SEMA4F;L1CAM;RAB10;VASP;DRD2;CNTN1;HMCN2;NOVA2;FGFR2;SLIT2;BOC;SEMA6B;NEO1	Axon development	Inh	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	24471	70	37	0.404655588732688	0.000000000233333333333333			0.00000000095	family_result				
mitochondrial_energy	0.0000000001	0.000000000233333333333333		0.559754089726168	2.66561859818171	112	NDUFB1;DNAJC30;SDHD;NDUFB9;NDUFA12;SLC25A33;TEFM;ATP5PF;CHCHD2;NDUFA5;UQCR11;COX4I1;NDUFC2;COX6C;ATP5ME;COX7B;NDUFS5;CYCS;ATP5MF;UQCRFS1;NDUFS3;COX5A;ATP5F1E;COX7C;NDUFAB1;NDUFA1;NDUFA13;COX7A2L;COX6B1;C2orf69;COX7A2;NDUFV2;ATP5MG;ATP5PB;NDUFB11;NDUFS4;UQCRB;UQCRQ;ISCU;UQCRH;NDUFB2;NDUFA8;CYC1;COX7B2;NDUFB3;UQCC3;NDUFS6;NDUFB8;UQCR10;NDUFB10;NDUFB4;NDUFA7;COX6A1;NDUFA6;NDUFB5;ATP5IF1;ANTKMT;NDUFA11;NDUFC1;GHITM;PARK7;COX6B2;COX5B;UQCRC2;NDUFS8;SDHC;NDUFB7;ATP5PD	Mitochondrial energy	Inh	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	24471	70	37	0.404655588732688	0.000000000233333333333333			0.00000000095	family_result				
synapse_junction	0.0000000001	0.000000000233333333333333		-0.341263951246526	-1.88445360000436	457	SMAD7;FLCN;IGLON5;ACTN1;IKBKB;ACTN2;NCKIPSD;RCC2;ASIC1;NPTX1;DUSP22;THBS1;CLDN9;NRXN2;SEMA4D;PLEC;SLITRK3;AFDN;BCR;CSMD2;C1QL3;SNAI2;CDHR3;PLXNB2;NTRK3;JUP;DMTN;EIF4G1;WNT5A;LRP4;DSCAM;MAP1B;SYNDIG1;PIP5K1C;OPHN1;CYFIP2;ADD2;NTNG2;EPHB2;OGT;NRCAM;PLXNA4;IQSEC2;CORO2B;ARHGEF7;LRRTM2;ARHGAP4;PTPRA;RAPGEF1;EPHB1;NRG3;TLR2;CORO1C;OPCML;BSN;FGFR1;PTK2B;AMOT;CDH20;CARMIL3;KDR;NRXN3;CDH4;PARD3;LSAMP;LIN7C;PATJ;SPTBN2;CRK;LHFPL4;ECT2;LRRC4;LRRC4B;ESAM;SHANK3;THBS2;SLITRK4;DRD1;PLXNB1;SLITRK5;PEAK1;PCDHB13;GJA1;EPHA7;TBCD;CLSTN3;COL16A1;SMAD3;ARMCX5-GPRASP2;PDLIM5;TEK;SEMA4C;EPHA3;LAMA3;PLXNA1;CLASP1;DSG2;DVL1;MAPT;TSC1;PAK2;LATS1;WDR1;NRP1;RHOA;PPM1F;AMIGO1;NRXN1;PPP1R9B;SPOCK2;PTPRD;PRKACA;ARHGAP33;PECAM1;MICALL2;ROCK2;EEF2K;CDH13;RAB40C;SNAI1;DBNL;CNTNAP1;PRICKLE1;NLGN1;PLXNA2;GABRB2;IL1RAP;SLC9A1;NUMBL;CDH18;NLGN4Y;FRMPD2;PKP1;PRKCA;AKAP5;SLK;TESK2;ASIC2;CDH22;ROBO2;NECTIN1;PLXNA3;SRGAP3;SDK2;EFNA5;HIPK1;ACTN3;IL1RAPL1;LIN7A;CRTAC1;SLITRK1;CHD4;CASKIN1;FZD1;ABL1;CRMP1;DLC1;CPEB3;CDH24;VSTM5;TAOK2;CDH1;SORBS1;MPP7;SIGMAR1;TLN1;DOCK10;CRKL;FAM107A;DRD2;ARHGEF9;GABRG3;TLN2;PKP4;TRIP6;GABRB3;JAM3;ERBB4;WNT4;NPHP4;ROCK1;FGF13;CAV1;CAMSAP3;VLDLR;PKP2;DNM3;MYO9A;ITGB4;ANK2;NLGN2;PTPRO;SEMA4A;NEGR1;DST;TJP1;SHANK2;ZDHHC8;LIMCH1;MACF1;CLDN1;SLIT1;SRC;ACE;GRID2;ADGRL3;RTN4RL1;RAB29;EPHB3;FERMT2;RAP2A;GABRG2;RAPGEF2;OXT;KIRREL3;SDC2;TBX5;LRFN5;CNTNAP2	Synapse/junction	Inh	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	24471	70	37	0.404655588732688	0.000000000233333333333333			0.00000000095	family_result				
small_GTPase	0.0000000016375011227511	0.00000000286562696481443	0.788186810800237	-0.324956391663884	-1.79704407822927	466	MADD;FLCN;FAM13A;ARHGEF25;NISCH;MCF2L;CXCL13;PREX2;PREX1;DAB2IP;ADCYAP1R1;SEMA4D;NUP62;ARHGAP26;ARHGAP27;RALGPS1;CCDC125;BCR;ARHGEF3;ARHGAP17;RAP1GAP;ERAS;TNK2;ARAP1;ARRB1;ARHGEF17;KANK2;PLD1;WNT5A;ABR;KNDC1;KANK1;LRP4;PSD2;KALRN;RAPGEF3;KSR2;PSD;DOCK9;OPHN1;MYO9B;PLEKHG4;EPHB2;DENND4B;RAB35;OGT;ARHGAP28;LARGE1;PLCE1;IQSEC3;APOA1;IQSEC2;ARHGEF7;GIT1;RUNDC3A;ARHGAP4;KSR1;RAPGEF1;CHN2;RHOQ;ARHGAP39;VAV2;RIN2;VAV3;ARHGAP23;LAT;RASA3;CYTH1;AUTS2;FGD4;RALGDS;RASAL3;RERG;ARHGEF10;GNA12;RHOU;DVL2;ARHGEF11;ARHGAP35;ITGAV;CRK;ECT2;CYFIP1;CGNL1;ABCA1;ARHGAP21;RASGEF1A;ARHGEF16;GARNL3;ARFGAP1;PLXNB1;ITSN1;MAPRE2;STARD8;SGSM3;ARHGAP44;LZTR1;GDI1;TEK;ARHGEF4;SHOC2;NGF;SIPA1L3;ARFIP2;ARHGAP45;PLEKHG5;SIPA1L2;PLEKHG4B;NRP1;RHOA;RIT2;FGD1;ARHGEF2;ARHGAP33;EPS8L2;DOK3;CYTH2;MICALL2;ROCK2;RAB39B;DNMBP;CDH13;STARD13;TSC2;RALBP1;DBNL;RAPGEF4;RASSF1;ARFGEF3;RALGAPA2;ABL2;ARHGEF12;ARHGAP22;RGL2;TIAM1;RAB15;MRAS;ARHGAP31;TIAM2;RASIP1;TRIO;SRGAP3;DVL3;ARHGAP18;FGD2;RACGAP1;RAB30;RSU1;SQSTM1;FGD5;ABL1;IQSEC1;DLC1;SH3BP4;RTKN;RALGPS2;ARHGEF10L;ARHGAP10;WNK1;GPR55;DOCK10;CRKL;PLEKHG1;MFN2;ARHGEF9;RAP1GAP2;RASGRP2;GIT2;FARP2;DOCK3;RAF1;DOCK5;PKP4;SLIT2;DEF6;CSNK1E;WNT4;SWAP70;ROCK1;SPRY1;ALS2;SIPA1;DENND1A	Small GTPase	Inh	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	24471	70	37	0.404655588732688	0.00000000286562696481443			0.0000000114625078592577	family_result				
heat_response	0.535984848484849	0.750378787878788	0.0727141077934447	-0.22122737986816	-0.965254095879104	81	THBS1;MAP2K7;ANO1;HSF1;CREBBP;PSIP1;CLPB;MICB;MAPT;EIF2B5;MAPKAPK2;PRKACA;HMOX1;TRPM2;TPR;EEF1D;ATM;DNAJB1;EIF2B1;SIRT1;DHX36;BAG3;TRPV1;IRAK1;EIF2B3;DAXX;DNAJB6;DNAJA4;HSPB6;EP300;LRP11;HDAC6;HTRA2;ATXN3;MICA	Heat response	Inh	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	24471	70	37	0.404655588732688	0.750378787878788			0.734907060293658	family_result				
protein_stabilization	0.788830715532286	0.855450236966825	0.0502948063662358	-0.173156037200863	-0.887692481427301	213	WIZ;SMAD7;AKT2;HCFC1;TTI1;PER3;USP13;USP7;USP36;EHMT1;IP6K2;CD74;HIP1R;APOA1;EPHA4;BAG6;MAPK8IP3;PARVA;DNLZ;P3H1;HERC2;SMAD3;FLOT2;BAG2;TAF9B;DVL1;TSC1;GTPBP4;PYHIN1;CREB1;SOX4;MORC3;SEC16A;TRIM44;PIM1;CHEK2;RASSF1;PIK3R1;ATM;TBL1X;MSX1;NAA16;DVL3;RASSF2;BAG3;AAK1;PAK4;SAV1;EFNA1;STXBP4;FLNA	Protein stabilization	Inh	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	24471	70	37	0.404655588732688	0.855450236966825			0.97243488475716	family_result				
protein_folding	0.855450236966825	0.855450236966825	0.0607719451853533	0.166836597781953	0.858091362611079	203	RIC3;PDCL2;PFDN1;TUBA1A;PPIL3;PPIB;CCT6B;NPPA;PFDN2;ERP29;CCT2;TBCEL;CCT6A;DNAJC2;DNAJC24;NUDCD2;CALR;DNAJB11;PPIL1;DNAJA3;TBCC;ZPR1;COA3;METTL21A;COX14;SDF2;CCT4;VBP1;CDC123;SELENOF;ENTPD5;CCT7;CCT8;FKBP10;FKBP9;ERO1A;PPIH;NPPC;TBCA;HSPD1;DNAJB7;PPIAL4G;WDR83OS;PFDN5;SDF2L1;PDIA3;MESD;HSPE1;PPID;CCT5;PPIA;MOGS;ANP32E;FKBP6;HSPA5;PFDN4	Protein folding	Inh	C9_ALS_FTD_vs_Ctrl_Frontal_transition	transition_background	24471	70	37	0.404655588732688	0.855450236966825			0.97243488475716	family_result				
mitochondrial_energy	0.0000000001	0.0000000007		0.713842745022112	3.34146457544776	112	NDUFB1;NDUFA7;CHCHD2;NDUFS8;NDUFA12;CYCS;DNAJC30;ATP5PF;COX7A2L;ATP5MG;COX4I1;PARK7;NDUFA3;COX6B1;NDUFB7;NDUFA6;ATP5MF;COX7A2;COX7B;NDUFC2;COX5A;NDUFB9;NDUFB3;ATP5PD;NDUFA13;NDUFS7;NDUFA8;SLC25A33;NDUFAB1;NDUFB10;ISCU;NDUFS6;COX8A;ATP5IF1;UQCR11;PINK1;UQCR10;NDUFB11;UQCRH;COX6C;NDUFA11;NDUFS3;NDUFA1;UQCC3;COX6A1;NDUFA5;ATP5F1C;NDUFB2;COX7C;NDUFB8;COX5B;NDUFB5;NDUFV2;NDUFB4;NDUFA2;UQCRB;GHITM;ATP5F1E;CYC1;ATP5ME;ANTKMT;UQCRC1;UQCRQ;STOML2;ATP5F1D;NDUFC1;NDUFS5;ATP5PB;ATP5F1B;SDHB;NDUFV1;NDUFS2;SDHD;COX7A1;UQCRFS1;PPIF	Mitochondrial energy	Inh	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	24471	70	37	0.404655588732688	0.0000000007			0.00000000095	family_result				
small_GTPase	0.0000000189572775739384	0.0000000663504715087844	0.73376198835648	-0.308463063128369	-1.79187278696281	466	FAM13A;ARHGAP26;SEMA4D;RTKN;KANK1;LARGE1;ABCA1;KSR2;BCR;LRP4;DOCK11;ARRB1;RASA3;SH3BP4;PREX1;FLCN;DAB2IP;MYO9B;RALBP1;ROCK1;ITGAV;CRK;CYTH1;WASF1;ARHGEF3;TRIO;DOCK9;GARNL3;DNMBP;RALGPS2;RALGPS1;ARHGAP27;MCF2L;NGF;ARHGAP25;PLD1;ARHGAP22;DOCK3;KRIT1;RIT2;DOCK5;RB1;TIAM1;CXCL13;RHOU;PLCE1;ARHGAP21;ARHGAP17;IQSEC3;RACGAP1;FGD4;ARHGAP23;PLEKHG1;AUTS2;ROCK2;RAF1;ARHGAP28;MAPRE2;SIPA1L3;ARHGAP35;KALRN;KSR1;ADRA2A;ARHGEF7;DOCK4;ARHGEF2;RAB30;CYTH3;FGD5;ARAP1;DOK3;SIPA1L2;C15orf62;SHOC2;WNK1;TNS3;TEK;CCDC125;PIK3CB;RSU1;SH2D3A;VAV3;FARP2;ABR;OPHN1;DENND4A;RAPGEF1;CCNA2;COL3A1;PLXNB1;G3BP1;STARD13;COL1A2;RHOH;ARHGEF17;ARHGEF12;GRAP2;KNDC1;ADCYAP1R1;ITSN1;PKP4;MADD;SIPA1;ARHGAP32;GIT1;RIN2;IQSEC2;FGD2;VAV2;ALS2;F11R;SLIT2;WNT5A;RASGEF1C;NUP62;ARHGAP10;LRRK2;PREX2;IQSEC1;TGM2;MYO9A;DENND4C;RAP1B;RAPGEF4;FERMT2;EPHB2;SIAH2;APOA1;ARHGAP44;ARHGAP5;ARHGAP39;CYFIP1;RAB39A;RAB35;GIT2;SRGAP3;ARFGEF3;RGL1;RALGAPA2;DLC1;RAPGEF2	Small GTPase	Inh	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	24471	70	37	0.404655588732688	0.0000000663504715087844			0.00000012606589586669	family_result				
synapse_junction	0.00000295713556076259	0.00000525540191107318	0.627256739718528	-0.285525030621233	-1.65599727238192	457	SLITRK3;SMAD7;SEMA4D;PAK2;PATJ;SLK;PECAM1;AFDN;PRICKLE1;BCR;LRP4;NPTX1;ACE2;CDH4;ACTN2;EPHB1;FLCN;CSMD2;ROCK1;CRK;CORO2B;SLITRK5;CLASP1;EGFLAM;CORO1C;LAMC1;NPHP1;MPP7;TLN2;ARMCX5-GPRASP2;PLXNA4;SHANK3;LIMCH1;PTPRA;NRXN3;JAM3;TESK2;MACF1;TSC1;CLDN9;CDH1;RCC2;NAE1;DLG1;LATS1;ROCK2;PTPRD;DUSP22;NEGR1;OPCML;CPEB3;SMAD3;PDLIM5;NCKIPSD;ARHGEF7;DOCK4;PPM1F;DST;RAB29;GJA4;LAMA3;SYNDIG1;IKBKB;LHFPL4;TBCD;JUP;NRG3;TEK;PEAK1;PTPN13;TJP1;OPHN1;EFNA5;NRCAM;RAPGEF1;PLXNB1;EEF2K;LRFN4;ITGA2;ADGRL3;CDH19;SORBS1;MAPT;DNM3;PKN2;CDH2;EPHA7;PTK2;PKP4;ACTN1;ARHGAP32;AMOT;NRXN2;CDH18;IQSEC2;STRN;FER;TRPV4;F11R;WNT5A;CDH8;NLGN4X;CLASP2;GRID2;PCLO;LRRC4;MYO9A;DSCAM;RAB40C;RAP1B;FERMT2;GABRG3;EPHB2;THBS1;NTNG2;CDH10;PCDHB2;PIP5K1C;FRMPD2;NPHP4;SETD5;ANK2;SRGAP3;CNTNAP2;EPHA3;PLXNB2;PTPRK;GABRA2;IL1RAP;ROBO2;MAP1B;DLC1;RAPGEF2;MEF2C;CDH26;ADD2;BSN;NTRK3;LSAMP;RAB13;GABRB2;RTN4RL1;NLGN4Y;CHD4;CYFIP2;SHANK2;CRKL;LRFN5;OGT;PLEC;CDH7;SDK2;GPHN;C1QL3;WNT4;LIN7C;PTK2B;NLGN1;HIPK1;MARVELD2;IL1RAPL1;IGLON5;ESAM;SPTBN2;CLDN1;EPB41L3;LRRC4B;GRIA1;ANKRD28;FLRT3;APC;TLR2;VCL;ASIC2;CLSTN2;ABI2;RAP1A;UGT8;ITGB4;LIN7A;PCDHB5;FGFR1;CDH24;ARHGAP6;PKP1;CDH20;ARHGEF9;PLXNA1;SLC39A9;ACTN3;CDH13;GPM6B;DOCK1;GJA1;TRIP6;CRTAC1;ERBB4;SNAI1;GJB6	Synapse/junction	Inh	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	24471	70	37	0.404655588732688	0.00000525540191107318			0.0000133136848413854	family_result				
protein_folding	0.00000300308680632753	0.00000525540191107318	0.627256739718528	0.358129018053139	1.84435695191766	203	TOR1A;CALR;PFDN2;PPIB;PPIL1;TUBA1A;PFDN4;DNAJB7;TBCC;PFDN1;TBCB;COA3;WDR83OS;NPPC;COX14;DNAJB11;CCT7;CCT2;ERP29;SDF2;CCT6A;PPIL3;HSPD1;VBP1;PFDN5;CDC37;HSPE1;ZPR1;PBDC1;TXNDC5;HSPA8;CCT8;SELENOF;RIC3;PTGES3L;GRN;TBCA;NUDCD2;CRTAP;HSP90AB1;CCT6B;DNAJA3;FKBP1B;BAG1;HSPA5;PPIA;GFER;PDIA3;MPDU1;RUVBL2;FKBP1A;PDRG1;SDF2L1;TTC1;SDHAF4;NUDC;DNAJA1;FKBP4;PPIF;BAG5;CCT4;ENTPD5;PEX19;ARL2;PFDN6;DNAJC2;CDC123;DNAJA2;TCP1;CCDC47;CDC37L1;CCT5;UNC45A;HSPA13;DNAJB5;CHCHD4;P4HB;PDCD5;HSP90AA1;CCT3;PPIC;MKKS;HSPA9;DNAJB12;TBCEL;PDIA4;MESD	Protein folding	Inh	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	24471	70	37	0.404655588732688	0.00000525540191107318			0.0000133136848413854	family_result				
axon_development	0.000158536971774713	0.000221951760484598	0.518848077743792	-0.267080299232251	-1.52571988086464	374	SLITRK3;SEMA4D;PAK2;DHFR;PRICKLE1;NMNAT2;PALLD;LRP4;NPTX1;EPHB1;LHX1;FAT4;EDN1;TRIO;SEMA3E;SLITRK5;EFNB1;NEO1;KIF13B;KIF5C;RUFY3;DPYSL5;CNTN4;PLXNA4;MAP6;NFASC;TIAM1;CELSR3;SPTBN4;NRXN3;MACF1;CDH1;VASP;AUTS2;DIP2B;RET;ARHGAP35;KALRN;FGFR2;FYN;CNTN6;EVL;EFNA4;SEMA6A;TENM4;EPHA4;MGARP;UNC5A;CTNNA2;JUP;BAIAP2;OPHN1;EFNA5;TENM1;NRCAM;CNTN2;CAMSAP2;PLXNB1;TENM2;ULK1;COBL;MAPT;MAP1A;ANK3;MAPK8IP3;RAB10;CDH2;SIN3A;NCAM1;BRSK2;EPHA7;PTK2;LGR6;PTK7;SLIT2;WNT5A;CLASP2;ADCY10;DSCAM;GOLGA4;STXBP1;EPHB2;SEMA6D;MAP7D2;DSCAML1;NTNG2;CYFIP1;FGF8;ALCAM;KIAA0319;FZD3;EPHA3;PLXNB2;CNTN1;B4GALT6;ROBO2;MMP2;USP9X;MAP1B;STK24;EFNA1;ECE1;MARK2;DCLK1;UNC5C;ROBO3;OLIG2;NELL2;KLF7;EMB;PRKCQ;RTN4RL1;LRRC4C;CYFIP2;BMPR2;NPR2;ARHGEF40;TRPC5;GRM7;MAG;NRP2;ROBO1;SEMA3C	Axon development	Inh	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	24471	70	37	0.404655588732688	0.000221951760484598			0.00052713543115092	family_result				
protein_stabilization	0.0491493383742911	0.0573408947700063	0.282013350011725	0.244898436491852	1.27053611101278	213	CALR;PFDN2;ATP1B3;PPIB;TUBA1A;PARK7;A1CF;TAF9;PFDN1;ATP1B1;CHP1;LAMP1;CCT7;PINK1;CCT2;NAPG;GLMP;GAPDH;PFN2;CCT6A;UFL1;PIN1;HSPD1;PRKCD;VBP1;PFDN5;CDC37;IGF1;CCT8;POLR2E;PYURF;COA8;GRN;CRTAP;HSP90AB1;DNAJA3;BAG1;RTN4;TRIM39;PPP1R10;STUB1;ATP1B2;SYVN1;RUVBL2;PDRG1;PHB2;MYCNOS;CAMLG;IFT46;RABL3;SUMO1;BAG5;PFN1;CCT4;PEX19;URI1;PPP1CA;WNT10B;PFDN6;MUL1;UXT;TCP1;GET1	Protein stabilization	Inh	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	24471	70	37	0.404655588732688	0.0573408947700063			0.0961303235850106	family_result				
heat_response	0.851923076923077	0.851923076923077	0.0512184348540341	0.181301177399124	0.80160099211429	81	PDCD6;FGF1;HTRA2;HSBP1;HSBP1L1;IGF1;TCIM;HSP90AB1;DNAJA3;STUB1;HMOX1;SOD1;DNAJA1;SUMO1;EIF2S1;DNAJC2;DNAJA2;IRAK1;YWHAE;HSP90AA1;HIKESHI;EIF2B4	Heat response	Inh	C9_ALS_FTD_vs_Ctrl_Occipital_transition	transition_background	24471	70	37	0.404655588732688	0.851923076923077			0.97243488475716	family_result				
synapse_junction	0.228848821081831	0.697789806044204	0.102821842840815	-0.215033831311746	-1.09168194235605	356	RAB29;TLN2;MICALL2;SH3BP1;ANK2;SYNDIG1;LIN7B;UGT8;FSCN1;RAP2A;NECTIN3;OGT;NPTX1;JUP;SRC;NRXN3;DLC1;DOCK10;MEF2C;MMP14;LRP4;SPTBN2;SEMA4D;NTNG2;TLR2;SDK1;COL16A1;CDH9;NLGN3;LRRTM3;SRGAP2;SRGAP3;CUL5;PATJ;TLN1;RAB40C;IKBKB;RCC2;RHOC;ABL1;MYCBP2;PRKCA;RHOG;CUX2;LSAMP;FARP1;ARHGAP4;AMOT;SLC9A1;PRKACA;PUM2;MPDZ;NLGN4Y;IL1RAP;IL1RAPL1;OPCML;LRRTM4;ABI2;PLXNB2;CDH18;IL1RAPL2;NAE1;KIRREL3;DUSP22;LRRC4;NLGN1;NPHP4;CNTNAP1;ELMO1;GABRA1;WNT5A;CTNNA1;DMTN;ZDHHC8;PKP4;SNCA;AGT;FER;ARHGEF7;FLOT1;ADGRL3;HOPX;CDH12;ABI3;NRCAM;DSCAM;SRGAP2C;ITGA6;SETD5;HAPLN4;GABRG2;NUMBL;GRIA1;TRIP6;CYFIP2;EPHB2;GPM6A;MAP4K4;NRXN1;EPHB3;APOD;PTEN;ARHGAP33;CAPZA1;FGFR1;CDC42;ERBB4;ANKRD28;DAG1;STAU2;ITGA2;GAP43;CD9;BSN;GABRG3;PRKCH;PTPN1;LRFN1;MAP1B;SRGAP1;PTPRJ;SRGAP2B;IL1B;SEMA4C	Synapse/junction	Micro	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.697789806044204			0.380461165048544	family_result				
heat_response	0.264851485148515	0.697789806044204	0.132147260608774	0.252578566435194	1.10062271858622	74	HSP90AA1;EIF2B4;CHORDC1;GCLC;DNAJA1;HSP90AB1;HDAC2;DNAJB1;DNAJA4;IER5;BAG3;HSBP1;STUB1;HSPA1B;DNAJB6;HSPA1A;MAP2K7	Heat response	Micro	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.697789806044204			0.419348184818482	family_result				
small_GTPase	0.299052774018945	0.697789806044204	0.0857844408075645	-0.205079834683426	-1.05882707581499	408	RHOU;MICALL2;ADGRG1;RAB4B;DEF6;RALGPS1;ARHGDIB;PLEKHG3;SH3BP1;GNA12;ARHGAP25;ARHGAP31;DENND3;SPATA13;RAB12;NUP62;RAB35;MCF2L;RAP2A;CDC42SE2;ARHGEF10;OGT;VAV1;PLEKHG5;FBP1;SRC;PDPN;DLC1;CCDC125;DOCK10;CSNK1A1;LRP4;SEMA4D;RB1;SIPA1L2;MCF2;ARHGEF12;CD2AP;SHTN1;DOCK9;DVL3;GRAP;SRGAP2;SRGAP3;KANK1;ITGAV;RAB15;RRAS2;CDKN2A;ARFGEF3;NOTCH1;PSD3;BCAR3;LIMK1;ARHGAP12;RHOC;ABL1;RGS19;RASGEF1C;RABL3;RHOG;RAPGEF5;FARP1;ARHGAP4;ARHGAP20;KALRN;RASGRP2;TIAM2;CYFIP1;ARHGAP19;NCKAP1;ABI2;AIF1;ELMO1;NISCH;SCAI;FAM13B;DOCK2;WNT5A;DENND4A;CHP1;SIAH2;PKP4;RALB	Small GTPase	Micro	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.697789806044204			0.457172631546203	family_result				
protein_stabilization	0.521739130434783	0.91304347826087	0.09754492162472	0.19068131298267	0.966404431252723	191	SPAG1;PLPP3;TBL1X;BAG1;HSP90AA1;PTGES3;LAMP2;LAMP1;NCLN;MCM8;PPP1CA;CCT3;RASSF1;ATP1B2;HSP90AB1;PFDN6;CRTAP;RTN4;IFT46;BAG3;MUL1;DNAAF2;FLNA;TCP1;CBX4;STUB1;HSPA1B;P3H1;HSPA1A;USP13;ATP1B3;SYVN1;PFDN5;TAF1;RAB21;HSPD1;HSPB1;HYPK;PPARGC1A;CDC37L1	Protein stabilization	Micro	C9_ALS_FTD_Frontal_minus_Occipital_transition	transition_background	14087	67	35	0.330833540620104	0.91304347826087			0.730434782608696	family_result				
