set_id	pval	padj	log2err	ES	NES	size	leadingEdge	set_label	cell_type	contrast	analysis_role	ranked_genes	n_samples	n_donors	duplicate_correlation	comparison_FDR	global_primary_FDR	supportive_global_FDR	transition_global_FDR	record_type	dataset_version_id	region	cohort_partition	donor_id
axon_development	0.0000000001	0.000000000233333333333333		-0.403405970099908	-2.14297487990933	388	PLXNA3;PLEKHG4B;SEMA3C;EPHA7;KIF13B;FAT4;SLITRK5;VASH2;SOS1;MGARP;PARD3;ANOS1;EFNA5;NRP1;MAP6;TNFRSF21;CNTN1;PRKG1;ITGA4;SEMA5A;NEUROD2;RUFY3;BAIAP2;TIAM2;SPTBN4;VASP;AUTS2;DSCAML1;ADCY10;EPHA6;TENM1;SEMA4D;NPR2;EFNB1;CNTN4;NRXN1;PICALM;ISLR2;PTK2;LGI1;OPHN1;SLIT3;GLI2;EFNB2;EMB;NEUROD1;UNC5B;RAB10;PAK2;PTPRM;EPHA4;NMNAT2;LRRC4C;USP9X;MARK2;PLXNB3;ABL1;ANK3;POTEI;SIPA1L1;ARHGEF25;ROBO1;FGFR2;NELL2;NPTX1;SEMA6A;ROBO2;PTPRO;TRAK2;ULK1;CELSR3;SLITRK3;GPM6B;MAP2;LRP4;DNM2;NCAM1;CNTN6;GRN;ADNP;EPHB2;PRICKLE1;EFNA4;POTEJ;WNT5A;RTN4RL1;JUP;PAK3;SLIT2;NFIB;DSCAM;PUM2;ALCAM;NFASC;WNT7B;CDH2;ARHGAP35;EFNA1;BSG;MACF1;PLXNA4;UNC5C;PLXNB2;VIM;JAK2;LHX9;CAMSAP2;SLITRK6;DISC1;LLGL1;BCL11A;MAPT;GDNF;NTNG2;CNTF;BOC;PALLD;KALRN;SPAST;TENM4;FZD3;TRIO;BMPR2;KIAA1755;APOD;PLPPR4;TAOK2;DHFR;DOCK7;NEUROG3;SHOX2;ADGRB1;TENM3;SLITRK4;SLIT1;POTEF;B4GALT5;GDI1;SEMA3E;SEMA3G;VANGL2;NEO1;STK24;SEMA3D;NOTCH1;DIP2B;RELN;EDN3;PTEN;SEMA3A;TSPO;RYK;TIAM1;TRPC5;AMIGO1;PLXNB1;ENAH;SEMA4A;EPHA5;TRPV2;DRD2;ECE1;POU4F1;CELSR2;PRKCA	Axon development	Exc	C9_ALS_vs_C9_FTD_Frontal_batch_bridged	primary_frontal	28949	71	37	0.453440254563402	0.000000000233333333333333	0.00000000095			family_result				
small_GTPase	0.0000000001	0.000000000233333333333333		-0.356196107341479	-1.92582231548431	478	TNS3;DOCK10;PLEKHG4B;SIPA1L3;PIK3CG;FGF10;ABCA1;CDH13;SH3BP4;ARRB1;ITGAV;SOS1;DOCK4;NRP1;KSR2;ARHGAP19;ADCYAP1R1;ROCK1;ARAP1;ARHGEF3;RAPGEF2;KSR1;DOCK11;TIAM2;DOCK9;CCDC125;RAF1;PKP4;AUTS2;CCNA2;FGD4;ABL2;ARHGAP44;PREX2;PSD2;SEMA4D;KANK1;STARD13;AKAP13;RALGPS2;GBF1;PICALM;NISCH;OPHN1;PHACTR4;ARFGEF3;WNK1;CDC42EP4;SIPA1L2;FGD1;RRAS2;SPRY1;NCKAP1;RAB39A;F2R;RAPGEF3;SOS2;RAB9A;ARHGAP31;ABL1;GPR55;ABR;VAV1;SIPA1L1;DNMBP;ARHGEF25;ROBO1;FLCN;ITSN1;RAP1GAP2;CRKL;RASAL3;ERAS;ARHGAP23;ARHGAP6;RRAD;CDKN1A;ITGA3;MYO9B;ARHGAP18;SYDE1;RAP1B;DENND4B;SPRY3;DOK3;ARHGAP17;RIT2;SYDE2;LRP4;SHOC2;IGF1;ARFGEF1;RALGAPA1;TGFB2;RIN2;CRK;EPHB2;CSNK1A1;TNK2;WNT5A;MYO9A;CCDC88C;LARGE1;SLIT2;ARHGEF12;F2RL1;RAP1A;RAB30;GIT1;ARHGEF19;GMIP;ARHGAP35;ARHGEF28;ARHGAP5;RASGEF1C;ARFGEF2;ALS2;ARHGAP26;KBTBD6;GNA13;RALGAPA2;HACE1;MAPRE2;PPP1CB;RAPGEF1;ARHGDIB;DENND4A;RHOC;CSNK1E;DVL2;C15orf62;KALRN;SGSM3;FXR1;RAPGEF4;NF1;BCR;RAPGEF5;VAV2;TRIO;RB1;KRIT1;TAX1BP3;DOCK7;RAPGEFL1;SIPA1;OGT;ARHGEF4;RASA2;RAB12;PPP1CC;SPATA13;ARHGAP28;RIPOR1;KCTD13;GRAP;ARHGAP33;GDI1;DENND1A;GIT2;TEK;DLC1;ARHGAP12;SRGAP2;ARHGAP10;RIPOR2;RASGEF1A;KIF14;CCR7;FAM13A;NOTCH1;RAB42;COL3A1;EPO;RELN;GRAP2;EPS8L2;GARNL3;TIAM1;STARD8;COL1A2;ARHGAP24;DOCK1;PLXNB1;RACGAP1	Small GTPase	Exc	C9_ALS_vs_C9_FTD_Frontal_batch_bridged	primary_frontal	28949	71	37	0.453440254563402	0.000000000233333333333333	0.00000000095			family_result				
synapse_junction	0.0000000001	0.000000000233333333333333		-0.408624558313483	-2.20705219752994	480	PLXNA3;EEF2K;DOCK10;EPHA7;ERBB4;FGFR1;MDGA1;SDK1;PECAM1;SRGAP1;CDH13;CLASP1;PEAK1;SLITRK5;FZD1;FAM107A;CLDN9;PARD3;DOCK4;SNAI2;EFNA5;NRP1;ACE2;PCDH17;LAMC1;DRD1;TJP1;GABRA3;GRID2;LSAMP;CDH7;FER;ROCK1;NRG3;CDH18;GPC4;ADGRL2;RAPGEF2;PTPN13;ASIC2;GJA1;PKP4;PDLIM5;PPM1F;CARMIL3;SEMA4D;CLSTN2;DNER;PTPRK;ARMCX5-GPRASP2;NRXN1;ZNF703;PTK2;ADGRL3;OPHN1;EFNB2;NEGR1;PAK2;LRRC4B;ACTN1;PLXNB3;ABL1;LRRTM3;CPEB3;CORO2B;CDH10;FLCN;CORO1C;NPTX1;PPP1R9B;SDK2;OPCML;GRIA1;ROBO2;NRXN2;CRKL;ARHGAP6;PTPRO;RAB29;CDH26;AFDN;TBX5;SLITRK3;GABRB3;IL1RAPL1;PLXNA2;GJC1;ESAM;GPM6B;SORBS1;DLG1;IKBKB;LIMCH1;MARVELD2;RAP1B;MPP7;LRP4;ITGA6;LIN7A;THSD1;GJA4;PTK2B;CDH6;ADNP;CRK;EPHB2;PRICKLE1;TRIP6;TBCD;WNT5A;RTN4RL1;PCLO;MYO9A;JUP;LATS1;ACHE;NLGN4X;AMIGO3;CDH12;LRRTM4;DSCAM;ANK2;PUM2;S100A10;RAP1A;CDH2;CDH3;PKN2;SPTBN2;HIPK1;JAM3;CC2D1A;MACF1;LIN7C;PLXNA4;PLXNB2;GNA13;PIP5K1C;LHFPL4;SLITRK6;NLGN1;CSMD2;C1QL2;RAPGEF1;PCDHB13;RHOC;MAPT;CDH9;AMOT;NTNG2;CDH20;CDHR3;BCR;KDR;GPM6A;SETD5;GABRA5;APOD;LRFN5;NAE1;TAOK2;GABRE;OGT;GABRG2;LRRTM2;CNTNAP2;GPBAR1;PKP2;GABRA4;PCDHB16;ACE;SLITRK4;OXT;GABRB2;HOPX;SLIT1;APLNR;ARHGAP33;PCDHB6;TLN2;CLDN1;MPDZ;TEK;PTPRD;DLC1;CDH11;SRGAP2;LRFN4;DUSP22;NLGN4Y;IGSF11;PTPRA;RELN;C1QL3;CDH4;ASIC1;PTEN;RYK;VCL;AMIGO1;DOCK1;PLXNB1;DNM3;DST;EPHA2;SEMA4A;SDC2;DRD2;POU4F1;SNCA	Synapse/junction	Exc	C9_ALS_vs_C9_FTD_Frontal_batch_bridged	primary_frontal	28949	71	37	0.453440254563402	0.000000000233333333333333	0.00000000095			family_result				
mitochondrial_energy	0.0000254569537450309	0.0000445496690538041	0.575610261071129	0.404170113935873	1.88121834545695	115	SDHD;DGUOK;SLC25A33;DNAJC30;NDUFA9;NDUFB1;NDUFS6;TEFM;PINK1;ATP7A;COX7B2;COX4I2;NDUFA5;NDUFA7;ANTKMT;PPIF;NDUFB5;NDUFB8;SDHC;CDK1;NDUFB9;NDUFV1;COX6B2;VCP;UQCRH;ISCU;COX4I1;ATP5MG;SDHA;NUPR1;CCNB1;NDUFA1;ATP5PB;NDUFC2;GHITM;ETFRF1;COX6C;UQCC2;ATP5IF1;NDUFS5;ATP5PD;NDUFAB1;CHCHD2;COX7B;CYCS;COX7A1;PARK7;UQCR10;ATP5PF;ATP5F1B;NDUFC1;NDUFB7;ATP5F1C;UQCR11;ATP5ME;COX5A;COX7C;COX6B1;NDUFA12;NDUFA13;COX5B;NDUFS3;NDUFV3;NDUFA8;UQCRQ	Mitochondrial energy	Exc	C9_ALS_vs_C9_FTD_Frontal_batch_bridged	primary_frontal	28949	71	37	0.453440254563402	0.0000445496690538041	0.0000806136868592646			family_result				
protein_folding	0.264563106796117	0.367903316469927	0.130777137971974	0.206793054826935	1.06998694585843	209	PPIL3;CDC123;CRTAP;RIC3;CDC37;CCT6B;ZPR1;ANP32E;DNAJC4;HSPD1;UNC45A;PFDN1;ENTPD5;POFUT2;TUBA1A;FKBP9;PPIL1;PFDN2;PTGES3L;ERP29;DNAJC24;TOR1A;PDRG1;PDCL3;DNLZ;DNAJB12;DNAJC10;TXNDC5;MOGS;TBCC;PPIF;DNAJB11;NPPA;DNAJC18;METTL21A;NAA10;DNAJA3;CCT6A;DNAJB5;SDHAF4;PDCD5;GFER;AGR2;CCT2;VBP1;PDIA6;MESD;TSC1;BAG5;TBCEL;ERO1A;DNAJB7;PFDN6;NPPC;DNAJA2;SELENOF;PPIH	Protein folding	Exc	C9_ALS_vs_C9_FTD_Frontal_batch_bridged	primary_frontal	28949	71	37	0.453440254563402	0.367903316469927	0.416852146263911			family_result				
heat_response	0.315345699831366	0.367903316469927	0.0952879846194844	-0.253369170343096	-1.09318477175594	82	NOS1;HMOX1;ATXN3;EP300;BAG3;HSPB1;CREBBP;MAPKAPK2;MAP2K7;IGF1;ATM;RBBP7;MICA;EIF2B3;EEF1D;SIRT1	Heat response	Exc	C9_ALS_vs_C9_FTD_Frontal_batch_bridged	primary_frontal	28949	71	37	0.453440254563402	0.367903316469927	0.477785923753666			family_result				
protein_stabilization	0.669135802469136	0.669135802469136	0.0749278818393739	0.180665939396376	0.934573372499939	217	CTNND1;RABL3;CDKN2A;PIH1D2;CRTAP;OTUD3;CDC37;STK3;UFL1;CHP1;CDK7;GTPBP4;RPAP3;SAXO1;HSPD1;PIM2;RTN4;PFDN1;A1CF;TUBA1A;TRIM39;TBRG1;PPP1CA;PFDN2;MYCNOS;PINK1;PDRG1;CBX4;PDCL3;ATP1B1;PFN2;DNLZ;USP19;TMEM88;DSG1;USP2;DNAJA3;GLMP;CCT6A;TAF9B;CCT2;VBP1;PAQR4;COA8;NCLN;TAF9;TSC1;URI1;UBE2B;BAG5;PPP1R10;POLR2E;PFDN6;LAMP1;USP13;TRIM37;PIK3R1;APOA1;PPIB;PIH1D1;SYVN1;PIN1;PFDN5;CCT8;MUL1;HERC2;PARK7	Protein stabilization	Exc	C9_ALS_vs_C9_FTD_Frontal_batch_bridged	primary_frontal	28949	71	37	0.453440254563402	0.669135802469136	0.794598765432099			family_result				
axon_development	0.00000155421454083286	0.00001087950178583	0.643551836150722	-0.301183448508237	-1.67037862850223	388	VASH2;PLEKHG4B;KIF13B;EPHA7;SEMA3A;USP33;JAK2;SLITRK3;NELL2;CNTN6;CNTN4;ANOS1;SPAST;SOS1;PAK2;NEUROD2;PTPRM;EFNA5;SLITRK5;NRXN1;ARHGEF25;CTNNA2;LIMK1;NEO1;NMNAT2;SLIT2;POTEJ;ULK1;SPTBN4;ROBO1;POTEI;EMB;CNTN1;KALRN;RUFY3;SEMA3C;SEMA6A;LHX9;DNM2;PARD3;TENM1;CRTAC1;UNC5C;BSG;PALLD;ROBO2;NOTCH2;POTEF;FAT4;NTN4;MTR;CLASP2;DSCAML1;NEUROG3;AMIGO1;SPG11;VASP;LGI1;APOE;DCC;MMP2;EPHA5;OPHN1;APOD;USP9X;NFASC;DHFR;DOCK7;MAP7D2;ANK3;TRAK2;CYFIP2;BMPR2;PLXNA3;PICALM;ALCAM;LHX1;CAMSAP2;MACF1;NTNG2;GLI2;ITGA4;SIN3A;CNTF;SEMA3D;PAK3;B4GALT6;RET;NEFH;EFNA4;ULK2;CYFIP1;WNT7B;GDI1;SEMA3G;RAB10;SLITRK6;EDNRA;PRKCQ;GFRA3;TNFRSF21;SEMA3E;MAPK8IP3;B4GALT5;SEMA7A;NPTX1;KIAA1755;SIPA1L1;PLXNB3;TRIO;ZDHHC17;TSKU;STK11;SZT2;PTK2;MAP1A;NRP1;RGMA;JUP;VANGL2;ARHGAP35;EFNA1;SEMA6B;PTPRO;PUM2;MYPN;FGF13;TIAM1;AUTS2;PRKG1;BAIAP2;ACTL8;BRSK1;RYK;MGARP;GRM7;LGR6;SLIT3;CELSR2;MEGF8;NOVA2;BCL11A;KIFC2;CDKL5;GOLGA4;CDK5;ADCY10;NRXN3;DIP2B;PTK7;SLITRK4;SEMA3B;MAP2	Axon development	Exc	C9_ALS_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.00001087950178583	0.00000574195927585473			family_result				
synapse_junction	0.00000719077385436683	0.0000197302997356612	0.610526878385931	-0.283213511286877	-1.60179205592327	480	ACE2;ZDHHC2;EPHA7;GJC1;CDH26;MPP7;CDH3;NAE1;PTPRK;PECAM1;SLITRK3;ERBB4;VMP1;OPCML;MYO9A;NRG3;LSAMP;DOCK10;FER;PAK2;EEF2K;CDH7;PCDH17;EFNA5;SLITRK5;PKP4;CLDN9;LIN7A;ROCK1;CLASP1;NRXN1;AFDN;CPEB3;AGT;TBCD;ADGRL2;DOCK4;ASIC2;SNAI2;PPM1F;GJA1;RAP1B;RAPGEF2;DRD1;CDH6;PPP1R9B;PATJ;DLC1;ARMCX5-GPRASP2;GRID2;IGLON5;LATS1;TJP1;ANK2;PARD3;CRTAC1;APC;CDHR3;PCLO;CDH12;ADGRL3;ROBO2;CDH10;PKN2;DST;FLCN;SDK2;PCDHB6;AMIGO3;DNER;CARMIL3;SETD5;CLASP2;AMIGO1;LRRC4B;NCKIPSD;DNM3;GABRB2;LRRTM4;LAMC1;CORO1C;OPHN1;APOD;CDH18;NEGR1;CDH4;GJA5;ARHGAP32;MEF2C;TSC1;CC2D1A;CYFIP2;PDLIM5;LRFN5;PLXNA3;SRGAP1;ANKRD28;GPC4;MACF1;CORO2B;NTNG2;TRIP6;ROCK2;MARVELD2;NRXN2;HIPK1;VCL;LRRTM2;GPHN;PIP5K1A;PEAK1;PKP2;NPHP1;CRK;SLITRK6;ZNF703;JAM3;CASKIN1;LHFPL4;NLGN1;GABRA3;CHD4;NPTX1;PTPRD;RAPGEF1;DLG1;PLXNB3	Synapse/junction	Exc	C9_ALS_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.0000197302997356612	0.0000251677084902839			family_result				
small_GTPase	0.00000845584274385481	0.0000197302997356612	0.593325476396405	-0.279249868312863	-1.577655495542	478	TNS3;DOCK11;PLEKHG4B;SIPA1L3;FGF10;ITSN1;ARRB1;ABCA1;RAPGEF5;ARHGAP18;RAB12;ARFGEF2;FGD1;ARHGAP17;KSR2;STARD13;CDC42EP4;MYO9A;RACGAP1;RALGPS2;SOS1;DOCK10;CDC42EP5;RASA2;DNMBP;PKP4;ROCK1;PHACTR4;VAV2;ARHGEF25;PIK3CB;LIMK1;RAPGEF4;MAPKAPK5;DENND4C;MYO9B;ITGA3;KSR1;PIK3CG;ARHGEF11;SLIT2;FGD4;DOCK4;ROBO1;CDK2;RAB18;GBF1;RAF1;RAP1B;AKAP13;RAPGEF2;SOS2;ARHGAP25;F2RL1;KALRN;DLC1;RB1;ARFGEF1;SHOC2;NOTCH2;RAB30;RAB9A;FLCN;ARAP1;ARHGAP19;RAB35;ABL2;ALS2;RALGAPA2;GMIP;ARHGEF12;SPATA13;KRIT1;WNK1;APOE;DENND1A;RALGPS1;ARHGAP8;OPHN1;F2R;DOCK9;ITGAV;RSU1;ARHGAP32;TNK2;DOCK7;GRAP2;USP8;PSD;ARHGAP12;RAP1GAP2;KANK1;DOCK5;RASA4B;ARHGAP44;GIT2;PICALM;DOCK3;NCKAP1;ARHGEF18;ROCK2;BRAP;DENND4B;GIPC1;ADCYAP1R1;DENND4A;CCDC88A;CHN2;ARHGEF10L;EPO;FARP2;SH2D3A;CYFIP1;MADD;GDI1;CRK;MAPKAP1;RALGAPA1;CHM;SIPA1L1;RAPGEF1;NGFR;TRIO;GIT1;ARHGAP21;DIRAS3;RAP1A;SYDE1;ARHGEF10;FAM13A;NRP1;KIF14;RHOC;KNDC1;KANK2;ARHGAP35;TAX1BP3;RIT2;HACE1;RASGRP2;FGD5;ARHGAP31;TIAM1;VAV3;AUTS2;ARHGAP1;ERBB2;ARHGAP11B;SIPA1L2;RAP2C;FGD2;PLD1;CDKN1A;ARHGAP26;GARNL3;NUP62;VAV1;PTH;RRAS2;CDKL5;FAM13B;PPP1CB	Small GTPase	Exc	C9_ALS_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.0000197302997356612	0.0000281156771233173			family_result				
mitochondrial_energy	0.000605021467594596	0.00105878756829054	0.477270815362862	0.359763845552714	1.7405195441478	115	CDK1;TEFM;ATP5ME;UQCC2;ATP5PF;NDUFS5;NDUFB1;ANTKMT;DNAJC30;NDUFA1;DGUOK;UQCRB;COX7C;UQCRQ;ATP5PD;SDHD;UQCR11;COX4I1;NDUFB2;UQCC3;NDUFC2;SHMT2;NDUFA12;NDUFC1;C2orf69;COX6B2;ATP5F1E;ATP7A;COX7A1;NDUFB3;CYCS;NDUFA5;NDUFA13;UQCR10;NDUFS6;COX7A2L;ABCD1;ISCU;NDUFB9;NDUFB8;CHCHD2;NDUFA8;ATP5IF1;ATP5MF;PINK1;NDUFB10;UQCRH;COX7B2;PARK7;NDUFAB1;COX6B1;NDUFB5;NDUFA2;COX5A;NUPR1;NDUFS3;PPIF;UQCRFS1;COX7B;NDUFS2;COX6C;NDUFB7;NDUFA6	Mitochondrial energy	Exc	C9_ALS_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.00105878756829054	0.00154745875365541			family_result				
heat_response	0.413333333333333	0.515454545454546	0.086794975677172	-0.224812445928186	-1.01088791245824	82	MAPKAPK2;ATM;EIF2B3;MAP2K7;HDAC2;GCLC;TRPM2;EP300;PSIP1;HSPB1;RBBP7;DNAJC7;LRP11;HSPB6;SIRT1;CLPB;TPR;BAG3;TRPV1	Heat response	Exc	C9_ALS_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.515454545454546	0.584822695035461			family_result				
protein_stabilization	0.441818181818182	0.515454545454546	0.0806388495950661	-0.193929694026251	-1.00966419607282	217	USP33;PARVA;MCM8;ATM;PML;COG3;PRKN;STX12;WIZ;CBL;MSX1;MFSD1;CHEK2;HCFC1;ANK2;EHMT1;HERC2;WDR81;IP6K2;EP300;HSPB1;HIP1R;CBLB;USP9X;ZSWIM7;TSC1;NAA16;COG7;CCNH;STK4;HYPK;ZNF207;GNAQ;TESC;SPPL2C;PPARGC1A;SAV1;P3H1;AKT2;USP13;CEP63;TAF1;NAA30;SEC16A;MAPK8IP3;BAG3;PFN1;USP36;CLU;EGLN3;CSNK2A1;GLMP;DSC3	Protein stabilization	Exc	C9_ALS_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.515454545454546	0.593553719008265			family_result				
protein_folding	0.815964523281597	0.815964523281597	0.0598603117764473	0.169155440870842	0.887793726647057	209	DNAJB5;DNAJB11;SDF2L1;NPPC;PFDN2;NPPA;PDIA6;METTL21A;ERP29;PFDN5;PFDN1;SDHAF4;DNAJB7;TUBA1A;PPIL1;CCT2;HSPA5;PPIB;CCT6A;TBCC;CHCHD4;CCT7;RIC3;PFDN4;PDRG1;POFUT2;ALG12;DNAJA2;VBP1;GFER;PPID;NAA10;PDIA4;AGR2;HSPD1;PFDN6;DNAJB4;DNAJB12;DNAJC24;CCT5;TXNDC5;FKBP1A;ZPR1;NUDCD2;PDCD5;DNAJC3;COA3;CALR;DNAJA1;BAG5;CRTAP;PDIA5;TBCA;HSPA2;SDF2;COX14;MKKS;CCDC47;TOR1A;CDC37;FKBP4;PPIL3;PDCL3;LTBP4;HSPE1;HSPA4	Protein folding	Exc	C9_ALS_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.815964523281597	0.896886624764069			family_result				
synapse_junction	0.0000000001	0.0000000007		0.365688403595273	1.89650768005307	480	MDGA1;PLXNA3;CDH13;SDK1;FGFR1;EEF2K;DOCK10;GPM6B;FZD1;SEMA4D;SRGAP1;FAM107A;PEAK1;GABRE;NRP1;PTPN13;GABRA3;ARHGAP6;ERBB4;GNA13;CLASP1;CLSTN2;GABRB3;LAMC1;GABRA5;EPHA7;ADNP;PARD3;S100A10;ABL1;SLITRK5;GPC4;PECAM1;ACTN1;EFNB2;CDH18;ITGA6;PLXNA2;TJP1;EPHB3;DOCK4;BCR;PRICKLE1;GRID2;AMIGO2;PTK2;CLDN9;DRD1;LRRTM3;SNAI2;CRKL;PDLIM5;PLXNA4;RTN4RL1;ZNF703;CLDN3;GJA4;AKAP5;EFNA5;TBX5;PCDH17;GRIA1;PIP5K1C;RAPGEF2;ESAM;CARMIL3;LRP4;WNT5A;RAB29;SRPX2;ADGRL2;PCDHB14;ASIC2;BSN;GJA1;EPHB2;DSCAM;C1QL2;PTPRO;PLXNB3;DNER;LIMCH1;PLXNB2;NLGN4X;CDH7;IKBKB;ROCK1;SRC;OPHN1;SORBS1;CDH9;IL1RAPL1;NPTX1;NEGR1;LSAMP;PPM1F;FER;CDH2;CDH1;THSD1;CCDC141;SNCA;CSMD2;OCLN;CORO2B;VLDLR;TAOK2;OXT;ACHE;NRG3;DLG1;MAPT;DRD2;PCDHB16;NRXN2;ADGRL3;LRRC4B;ARMCX5-GPRASP2;APLNR;GPM6A;PKP4;HOPX;PLXNA1;CDH20;SHANK3;RELN;PTK2B;CDH8;APP;ARHGAP33;JUP;MARVELD2;DUSP22;ASIC1;PUM2;LIN7C;KDR;LRFN4;CORO1C;CRK;COL16A1;TLN2;SPTBN2;RAP1A;ACVRL1;TEK;FBXO45;RAP2A;WDR1;FLCN;OGT;EPHA2;SDK2;NRXN1;SLIT1;CDH10;GABRA4;PTPRJ;FARP1;NECTIN3;PCDHB13;AMOT;CUX2;SRGAP2;TRIP6;CLDN5;C1QL3;RTN4RL2;CDH11;RAB13;JAM3;SNAI1;DVL1;ROBO2;CNTNAP2;KIRREL3;GABRG2;SHANK2;RHOC;IQSEC2;HIPK1;GPBAR1	Synapse/junction	Exc	C9_FTD_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.0000000007	0.00000000095			family_result				
small_GTPase	0.00000000436548171849436	0.0000000152791860147303	0.761460801445585	0.336344130090925	1.74194855212696	478	CDH13;SH3BP4;DOCK10;SEMA4D;RAB39A;TIAM2;PIK3CG;PREX2;CCNA2;ITGAV;TNS3;ARHGEF3;CCDC125;TGFB2;NRP1;SPRY1;PSD2;SIPA1L3;ARHGAP6;RRAD;RASGEF1C;MMD2;AUTS2;RAB15;PLEKHG4B;GNA13;ADCYAP1R1;RAPGEF3;ABR;ERAS;ARFGEF3;ABL1;RIN2;NISCH;GPR55;SYDE2;KCTD13;SPRY2;SIPA1;IGF1;ABCA1;ARHGAP19;DOCK9;ARHGAP44;DOK3;DOCK4;BCR;SPRY3;ARAP1;CSNK1A1;SOS1;CRKL;RRAS2;SIPA1L2;ARHGEF19;COL3A1;PPP1CC;EPS8L1;KBTBD6;FGF10;KANK1;ARRB1;ABL2;SGSM3;RABIF;ARHGAP23;VAV1;RAPGEF2;PICALM;ARHGAP31;LARGE1;ARHGAP10;RIPOR2;LRP4;WNT5A;PSD3;RASAL3;EPS8L2;CCR7;KSR1;EPHB2;RAF1;RASGEF1A;LZTR1;CCDC88C;COL1A2;SIPA1L1;ROCK1;SRC;OPHN1;CDKN1A;NF1;FGD4;FXR1;RASL12;NCKAP1;ARHGDIB;RND3;TGM2;WNK1;ARHGAP28;ARHGEF4;RIT2;NGEF;MAPRE2;TP53;AIF1;CHORDC1;AKAP13;SYDE1;ARHGAP5;KSR2;PKP4;F2R;RAPGEFL1;RELN;RASAL1;C15orf62;ROPN1B;ARHGEF28;SPRY4;CSNK1E;ARHGAP33;RALGAPA1;RAP1GAP2;GBF1;DENND4B;DVL2;RAB9A;NGF;ARHGAP26;CRK;ARHGAP35;NOTCH1;RAP1A;TEK;GIT1;RAP2A;ARHGAP22;SH2D3C;RIPOR1;PPP1CB;FLCN	Small GTPase	Exc	C9_FTD_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.0000000152791860147303	0.0000000252438725460761			family_result				
axon_development	0.0000000288382377869739	0.000000067289221502939	0.73376198835648	0.34771050652185	1.76790818956708	388	PLXNA3;SEMA3C;ISLR2;GPM6B;NPR2;MAP6;SEMA4D;SEMA5A;TIAM2;MGARP;EFNB1;FAT4;NRP1;PRKG1;TNFRSF21;EPHA6;BAIAP2;TNR;EPHA4;AUTS2;ADCY10;PLEKHG4B;FGFR2;EPHA7;ADNP;PARD3;GDNF;ITGA4;ABL1;SLITRK5;LLGL1;EFNB2;KIF13B;NEUROD1;LRRC4C;UNC5B;FZD3;PLPPR4;EPHB3;BOC;SLIT3;PRICKLE1;PTK2;MARK2;SOS1;PLXNA4;VASP;DSCAML1;RTN4RL1;VIM;CNTN1;TRPV2;NCAM1;RUFY3;EFNA5;CELSR3;NFIB;RAB10;ANOS1;PICALM;UNC5A;LRP4;WNT5A;TENM1;GLI2;MAP2;DISC1;SPTBN4;EPHB2;DSCAM;PTPRO;PLXNB3;PLXNB2;SIPA1L1;TSPO;SIAH1;OPHN1;GRN;NPTX1;NEUROD2;SPP1;LGI1;NTRK2;STK24;CDH2;SKIL;CDH1;PTCH1;TAOK2;CXCL12;MAPT;DRD2;TRPC5;ANK3;USP9X;SHOX2;SEMA4G;TENM3	Axon development	Exc	C9_FTD_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.000000067289221502939	0.000000147518677910289			family_result				
mitochondrial_energy	0.00418423900226953	0.00732241825397167	0.407017918923954	-0.349961725449734	-1.50793188385724	115	SDHD;NDUFA9;SLC25A33;DGUOK;SDHC;ATP5F1B;COX4I2;NDUFA10;NDUFA7;SDHB;DNAJC30;PINK1;NDUFS6;CCNB1;COX7B2;NDUFV1;ATP5F1A;VCP;PPIF;NDUFA5;ATP7A;NDUFV3;ETFRF1;NDUFB5;SDHA;ATP5F1C;ATP5PB;ATP5MG;GHITM;NDUFB8;NDUFB1;NDUFAF1;NUPR1;NDUFB9;UQCRC1;COX6C;UQCRH;ISCU;COX7B;NDUFS8;COX6B2;STOML2;NDUFAB1;ACTN3;COX5B;ANTKMT;ATP5F1D;SLC25A51;ATP5IF1;NDUFA11;NDUFS1;RHOA;TEFM;NDUFB6	Mitochondrial energy	Exc	C9_FTD_vs_Ctrl_Frontal	primary_frontal	28949	71	37	0.453440254563402	0.00732241825397167	0.00943226758138724			family_result				
