cell_type	contrast	set_id	set_label	threshold	minimum_nuclei	analysis_role	NES	pval	padj	comparison_FDR	global_primary_FDR	direction	size	ES	ranked_genes	leadingEdge	log2err	primary_NES	primary_pval	primary_comparison_FDR	primary_global_FDR	direction_retained	absolute_NES_difference	n_samples	n_donors	donor_aware_model	sensitivity_test	uncertainty_interval
Oligo	ALS_vs_FTD_mean	protein_stabilization	Protein stabilization	min20_sensitivity	20	sensitivity	-1.46371636611042	0.00141917439522016	0.00248355519163528	0.00248355519163528		negative	192	-0.280510792042708	16304	HSPB1;NAA16;HIP1;SOX4;BAG2;CLU;RTN4;SMAD3;PINK1;PTGES3;PARVA;HSPA1B;PPARGC1A;HYPK;MSX1;USP27X;CCT2;MAPK8IP3;PIM1;RUVBL2;CCT3;BAG3;CHEK2;CCT4;UBE2B;TSC1;CCT7;PARK7;HSP90AB1;MT3;WFS1;HSPA1A;CCT6A;HSPD1;CCT5;BAG6;WDR81;CCNH;APOA1;STUB1;STK4;LAMP1;FLNA;CAMLG;MORC3;PYHIN1;CBLB;TCP1;RASSF2;SPAG1;VHL;LAMP2;PFDN5;RPAP3;MCM8;PIN1;EGLN3;HCFC1;CCT8;PRKCD;FBXW7;HSP90AA1;RPL23;PEX6;TMC8	0.45505986738723	-1.43802007800456	0.00478661616308233	0.00670126262831526	0.0115983391643918	TRUE	0.0256962881058596	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	ALS_vs_FTD_mean	protein_stabilization	Protein stabilization	min50_sensitivity	50	sensitivity	-1.44013931713554	0.00246675543769209	0.00345345761276893	0.00345345761276893		negative	192	-0.280510792042708	16304	HSPB1;NAA16;HIP1;SOX4;BAG2;CLU;RTN4;SMAD3;PINK1;PTGES3;PARVA;HSPA1B;PPARGC1A;HYPK;MSX1;USP27X;CCT2;MAPK8IP3;PIM1;RUVBL2;CCT3;BAG3;CHEK2;CCT4;UBE2B;TSC1;CCT7;PARK7;HSP90AB1;MT3;WFS1;HSPA1A;CCT6A;HSPD1;CCT5;BAG6;WDR81;CCNH;APOA1;STUB1;STK4;LAMP1;FLNA;CAMLG;MORC3;PYHIN1;CBLB;TCP1;RASSF2;SPAG1;VHL;LAMP2;PFDN5;RPAP3;MCM8;PIN1;EGLN3;HCFC1;CCT8;PRKCD;FBXW7;HSP90AA1;RPL23;PEX6;TMC8	0.431707695803346	-1.43802007800456	0.00478661616308233	0.00670126262831526	0.0115983391643918	TRUE	0.00211923913097567	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	ALS_vs_FTD_mean	small_GTPase	Small GTPase	min20_sensitivity	20	sensitivity	-1.49131617169207	0.00289607177327112	0.00405450048257956	0.00405450048257956		negative	162	-0.295436855248697	16304	ARHGAP10;ARHGAP20;RAP1GAP2;ARHGAP35;STARD13;RASGEF1B;RUNDC3A;FAM13A;RIT2;ARHGAP25;ARHGAP18;RAPGEF1;ARHGEF10;RALGPS2;CHN1;DOCK7;SOS1;SIPA1L3;ABR;TIAM2;ARHGAP24;DOCK11;RASGRP3;DIRAS2;FAM13B;DOCK5;SOS2;RALGDS;DEF6;CCDC88A;DOCK1;ARHGAP31;ARHGAP44;RAC1;RALGAPB;RAPGEF4;ARHGAP12;RHOA;ARAP1;PLCE1;RALGAPA2;RND2;ARHGAP4;ARHGAP5;RAPGEF2;RAC3;ARHGAP11A;RHOBTB1;RGL3;DNMBP;ARHGAP15;GNA13;RRAGC;RABIF;KRIT1;RRAD;OBSCN	0.431707695803346	-1.49296886697339	0.00346217368571853	0.00605880395000743	0.0087246776880107	TRUE	0.00165269528132161	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	ALS_vs_FTD_mean	small_GTPase	Small GTPase	min50_sensitivity	50	sensitivity	-1.47306803033107	0.0017240870224012	0.0030171522892021	0.0030171522892021		negative	162	-0.295436855248697	16304	ARHGAP10;ARHGAP20;RAP1GAP2;ARHGAP35;STARD13;RASGEF1B;RUNDC3A;FAM13A;RIT2;ARHGAP25;ARHGAP18;RAPGEF1;ARHGEF10;RALGPS2;CHN1;DOCK7;SOS1;SIPA1L3;ABR;TIAM2;ARHGAP24;DOCK11;RASGRP3;DIRAS2;FAM13B;DOCK5;SOS2;RALGDS;DEF6;CCDC88A;DOCK1;ARHGAP31;ARHGAP44;RAC1;RALGAPB;RAPGEF4;ARHGAP12;RHOA;ARAP1;PLCE1;RALGAPA2;RND2;ARHGAP4;ARHGAP5;RAPGEF2;RAC3;ARHGAP11A;RHOBTB1;RGL3;DNMBP;ARHGAP15;GNA13;RRAGC;RABIF;KRIT1;RRAD;OBSCN	0.45505986738723	-1.49296886697339	0.00346217368571853	0.00605880395000743	0.0087246776880107	TRUE	0.0199008366423179	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	ALS_vs_FTD_mean	synapse_junction	Synapse / junction assembly	min20_sensitivity	20	sensitivity	-1.39473679078947	0.0447673369406405	0.0522285597640806	0.0522285597640806		negative	65	-0.31616515848568	16304	GRIA1;PLXNA4;SPOCK2;FARP1;MAPT;PLXNA1;SDK1;GPM6A;FLRT3;ZDHHC2;PLXNB2;RHOA;NRCAM;MAP1B;NRG3;DSCAM;GPHN;KIRREL3	0.321775918075361	-1.34846461211024	0.0775379552011636	0.0904609477346908	0.116306932801745	TRUE	0.046272178679232	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	ALS_vs_FTD_mean	synapse_junction	Synapse / junction assembly	min50_sensitivity	50	sensitivity	-1.37536110028605	0.0654205607476636	0.0763239875389408	0.0763239875389408		negative	65	-0.31616515848568	16304	GRIA1;PLXNA4;SPOCK2;FARP1;MAPT;PLXNA1;SDK1;GPM6A;FLRT3;ZDHHC2;PLXNB2;RHOA;NRCAM;MAP1B;NRG3;DSCAM;GPHN;KIRREL3	0.271288554688953	-1.34846461211024	0.0775379552011636	0.0904609477346908	0.116306932801745	TRUE	0.0268964881758087	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	axon_development	Axon development	min20_sensitivity	20	sensitivity	1.85087339358402	7.59159088444675e-05	0.000177137120637091	0.000177137120637091		positive	78	0.414937484330842	16304	MAP7D2;PARD3;DOCK7;MAPT;S100A6;RAB3A;STK11;MAPK8IP3;APLP2;NTNG1;MGARP;TAOK2;NPR2;NMNAT2;CELSR2;CAMSAP2;MARK2;MAP1B;APP;RAB10;BAIAP2;CELSR3;SLITRK5;CNTN4;NRCAM	0.538434096309916	1.86260798257112	0.000330234761584685	0.000680817757157071	0.00109498894630711	TRUE	0.0117345889870999	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	axon_development	Axon development	min50_sensitivity	50	sensitivity	1.86615064021732	0.000193486400198014	0.000451468267128699	0.000451468267128699		positive	78	0.414937484330842	16304	MAP7D2;PARD3;DOCK7;MAPT;S100A6;RAB3A;STK11;MAPK8IP3;APLP2;NTNG1;MGARP;TAOK2;NPR2;NMNAT2;CELSR2;CAMSAP2;MARK2;MAP1B;APP;RAB10;BAIAP2;CELSR3;SLITRK5;CNTN4;NRCAM	0.518848077743792	1.86260798257112	0.000330234761584685	0.000680817757157071	0.00109498894630711	TRUE	0.00354265764619144	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	heat_response	Heat response	min20_sensitivity	20	sensitivity	1.09910133044861	0.312056737588653	0.312056737588653	0.312056737588653		positive	23	0.325770299436292	16304	HSPB1;SOD1;DNAJA4;DNAJA1;HSP90AA1;EIF2B3	0.117249716749792	1.12325744253865	0.281795511221945	0.281795511221945	0.334964475603444	TRUE	0.0241561120900375	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	heat_response	Heat response	min50_sensitivity	50	sensitivity	1.08359209997393	0.324644549763033	0.324644549763033	0.324644549763033		positive	23	0.325770299436292	16304	HSPB1;SOD1;DNAJA4;DNAJA1;HSP90AA1;EIF2B3	0.114750719227023	1.12325744253865	0.281795511221945	0.281795511221945	0.334964475603444	TRUE	0.0396653425647207	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	min20_sensitivity	20	sensitivity	1.9973085843577	0.000790173004378637	0.00110624220613009	0.00110624220613009		positive	22	0.59806094012805	16304	C2orf69;COX6B1;UQCRB;COX7C;COX4I1;COX7A2;COX5B;COX6A1;COX6C;COX7B;UQCRC1;UQCRH;NDUFB6;COX5A;NDUFA12;NDUFV3	0.477270815362862	2.00565036910229	0.00108449851590354	0.00151829792226496	0.00310560938645105	TRUE	0.00834178474459146	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	mitochondrial_energy	Mitochondrial energy	min50_sensitivity	50	sensitivity	1.98334506039411	0.000697839233835621	0.000976974927369869	0.000976974927369869		positive	22	0.59806094012805	16304	C2orf69;COX6B1;UQCRB;COX7C;COX4I1;COX7A2;COX5B;COX6A1;COX6C;COX7B;UQCRC1;UQCRH;NDUFB6;COX5A;NDUFA12;NDUFV3	0.477270815362862	2.00565036910229	0.00108449851590354	0.00151829792226496	0.00310560938645105	TRUE	0.0223053087081764	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	protein_folding	Protein folding	min20_sensitivity	20	sensitivity	1.87750341037709	3.02080881217534e-06	2.11456616852274e-05	2.11456616852274e-05		positive	152	0.374683468693564	16304	HSPB1;ZMYND10;BAG2;PTGES3;CHORDC1;HSPA4L;DNAJB1;BAG3;ATPAF2;ST13;HSPA4;TBCE;FKBP4;DNAJB6;CCT3;HSP90AB1;CCT4;HYPK;PPID;COX19;AHSA1;HSPH1;HSPA8;DNAJA4;TSC1;TBCD;DNAJA1;DNAJB2;RIC8B;PDIA5;P4HB;RUVBL2;HSPD1;PPIA;CLU;NUDC;HSP90AA1;PDIA4;HSPA9	0.627256739718528	1.90623831061021	5.48771481622382e-06	2.50347606160863e-05	6.4375098727079e-05	TRUE	0.028734900233117	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	protein_folding	Protein folding	min50_sensitivity	50	sensitivity	1.89423653467184	6.33077204333484e-06	4.1128295830366e-05	4.1128295830366e-05		positive	152	0.374683468693564	16304	HSPB1;ZMYND10;BAG2;PTGES3;CHORDC1;HSPA4L;DNAJB1;BAG3;ATPAF2;ST13;HSPA4;TBCE;FKBP4;DNAJB6;CCT3;HSP90AB1;CCT4;HYPK;PPID;COX19;AHSA1;HSPH1;HSPA8;DNAJA4;TSC1;TBCD;DNAJA1;DNAJB2;RIC8B;PDIA5;P4HB;RUVBL2;HSPD1;PPIA;CLU;NUDC;HSP90AA1;PDIA4;HSPA9	0.610526878385931	1.90623831061021	5.48771481622382e-06	2.50347606160863e-05	6.4375098727079e-05	TRUE	0.0120017759383655	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	protein_stabilization	Protein stabilization	min20_sensitivity	20	sensitivity	1.60127781545876	0.000270075138537038	0.000472631492439817	0.000472631492439817		positive	192	0.307661762012447	16304	HSPB1;BAG2;PTGES3;SMAD3;RTN4;NAA16;UBE2B;SOX4;HIP1;BAG3;MORC3;PIM1;HSPA1B;HSPA1A;MT3;CCT3;HSP90AB1;CCT4;MAPK8IP3;HYPK;PARK7;PYHIN1;PINK1;TSC1;PEX6;PPARGC1A;RUVBL2;HSPD1;CLU;PARVA;FLNA;PRKCD;BAG6;HSP90AA1;CHEK2;TMC8;RASSF2;GAPDH;SPAG1;CCT7;WFS1;MCM8;STUB1;PIN1;TCP1;USP27X;UXT;VHL;LAMP1;MSX1;FLOT2;RPL23;USP33;RPAP3;CCT5;CCNH;PRKRA;HCFC1;CDKN2A;TNIP2;CAMLG;EP300;ZSWIM7;APOA1;CBLB;STK4;LAMP2;ATM;CCT6A;USP36;PFDN5	0.49849310876659	1.60945522210013	0.000389038718375469	0.000680817757157071	0.00122547196288273	TRUE	0.00817740664136468	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	protein_stabilization	Protein stabilization	min50_sensitivity	50	sensitivity	1.61454123997549	0.00050978321179392	0.00089212062063936	0.00089212062063936		positive	192	0.307661762012447	16304	HSPB1;BAG2;PTGES3;SMAD3;RTN4;NAA16;UBE2B;SOX4;HIP1;BAG3;MORC3;PIM1;HSPA1B;HSPA1A;MT3;CCT3;HSP90AB1;CCT4;MAPK8IP3;HYPK;PARK7;PYHIN1;PINK1;TSC1;PEX6;PPARGC1A;RUVBL2;HSPD1;CLU;PARVA;FLNA;PRKCD;BAG6;HSP90AA1;CHEK2;TMC8;RASSF2;GAPDH;SPAG1;CCT7;WFS1;MCM8;STUB1;PIN1;TCP1;USP27X;UXT;VHL;LAMP1;MSX1;FLOT2;RPL23;USP33;RPAP3;CCT5;CCNH;PRKRA;HCFC1;CDKN2A;TNIP2;CAMLG;EP300;ZSWIM7;APOA1;CBLB;STK4;LAMP2;ATM;CCT6A;USP36;PFDN5	0.477270815362862	1.60945522210013	0.000389038718375469	0.000680817757157071	0.00122547196288273	TRUE	0.00508601787536622	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	small_GTPase	Small GTPase	min20_sensitivity	20	sensitivity	1.80993118579243	1.18454964106627e-05	4.14592374373194e-05	4.14592374373194e-05		positive	162	0.358418250840997	16304	ARHGAP35;ARHGAP25;RASGEF1B;DOCK7;ARHGAP20;ARHGEF10;SOS1;FAM13A;TIAM2;DOCK11;SIPA1L3;ARHGAP31;RAPGEF1;ARHGAP10;RIT2;ABR;RALGPS2;RAP1GAP2;RAPGEF4;ARHGAP18;RASGRP3;RALGDS;RUNDC3A;SIAH2;DOCK1;RALGAPA2;GNA13;CHN1;RACGAP1;CCDC88A;ARAP1;RAPGEF2;RAC3;ARHGAP24;DNMBP;RALGPS1;STARD13;RGL3;ARHGAP5;RRAD;SIPA1L2;ARHGAP12;MCF2L;ITSN1;PLCE1;RRAGC;OBSCN;DOCK8;TRIO;BCR;SOS2;ARHGAP39;ARHGEF12;SIPA1;SRGAP2;ARHGAP26;RND2;DOCK10;RALGAPB;DIRAS2;ARHGEF11;RASGRF1;RHOBTB1;MYO9B;RHOA;ARHGAP44;ARHGAP11A;MCF2;RAC1;ARHGAP32;GDI1;FGD3;DVL2;RAPGEF3;AKAP13	0.593325476396405	1.83903316513648	7.15278874745322e-06	2.50347606160863e-05	6.4375098727079e-05	TRUE	0.0291019793440555	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	small_GTPase	Small GTPase	min50_sensitivity	50	sensitivity	1.83811580633438	1.17509416658189e-05	4.1128295830366e-05	4.1128295830366e-05		positive	162	0.358418250840997	16304	ARHGAP35;ARHGAP25;RASGEF1B;DOCK7;ARHGAP20;ARHGEF10;SOS1;FAM13A;TIAM2;DOCK11;SIPA1L3;ARHGAP31;RAPGEF1;ARHGAP10;RIT2;ABR;RALGPS2;RAP1GAP2;RAPGEF4;ARHGAP18;RASGRP3;RALGDS;RUNDC3A;SIAH2;DOCK1;RALGAPA2;GNA13;CHN1;RACGAP1;CCDC88A;ARAP1;RAPGEF2;RAC3;ARHGAP24;DNMBP;RALGPS1;STARD13;RGL3;ARHGAP5;RRAD;SIPA1L2;ARHGAP12;MCF2L;ITSN1;PLCE1;RRAGC;OBSCN;DOCK8;TRIO;BCR;SOS2;ARHGAP39;ARHGEF12;SIPA1;SRGAP2;ARHGAP26;RND2;DOCK10;RALGAPB;DIRAS2;ARHGEF11;RASGRF1;RHOBTB1;MYO9B;RHOA;ARHGAP44;ARHGAP11A;MCF2;RAC1;ARHGAP32;GDI1;FGD3;DVL2;RAPGEF3;AKAP13	0.593325476396405	1.83903316513648	7.15278874745322e-06	2.50347606160863e-05	6.4375098727079e-05	TRUE	0.000917358802103863	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	synapse_junction	Synapse / junction assembly	min20_sensitivity	20	sensitivity	1.2893796070677	0.102981029810298	0.120144534778681	0.120144534778681		positive	65	0.30159508314852	16304	MAPT;FARP1;PLXNA4;FLRT3;GPM6A;PLXNA1;SPOCK2;GPHN;GRIA1;MAP1B;NRCAM;SDK1;DSCAM;PLXNB2;ZDHHC2;NRG3;DNER	0.231126709673834	1.30779727341311	0.0891366746374728	0.103992787077052	0.127627511412745	TRUE	0.0184176663454112	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
Oligo	FTD_vs_Ctrl_mean	synapse_junction	Synapse / junction assembly	min50_sensitivity	50	sensitivity	1.28915083676157	0.0895140664961637	0.104433077578858	0.104433077578858		positive	65	0.30159508314852	16304	MAPT;FARP1;PLXNA4;FLRT3;GPM6A;PLXNA1;SPOCK2;GPHN;GRIA1;MAP1B;NRCAM;SDK1;DSCAM;PLXNB2;ZDHHC2;NRG3;DNER	0.241339976815091	1.30779727341311	0.0891366746374728	0.103992787077052	0.127627511412745	TRUE	0.0186464366515358	33	17	limma duplicateCorrelation donor-blocked pseudobulk; diagnosis-by-region fixed effects	FGSEA rerun after 20- or 50-nucleus eligibility threshold; direction comparison to 30-nucleus primary	not applicable: descriptive direction-retention sensitivity summary
